"Key","Administration","Party","Department","Name","LastName","ServiceStart","ServiceEnd","DeptScandalFlag","ScandalFlag","ScandalDesc","EduDesc","Bachelors","Masters","MD","Law","Doctorate","MilitaryService","MilitaryDatesServed","MilitaryBranch","Gender","ForeignBorn","Minority","DiedOffice","SenateVotesFor","SenateVotesAgainst","NotesDiscrepancies","","","","","","","","","",""
"495","Franklin Roosevelt","Democrat","Vice President","Henry A. Wallace","Wallace","1941-01-20","1945-01-20","","","","Iowa State University (grad.)","1","","","","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"496","Franklin Roosevelt","Democrat","Vice President","Harry S. Truman","Truman","1945-01-20","1945-04-12","","","","UMKC Law School","","","","","","cpl.; maj.","1905-1911; World War I","Militia/National Guard; Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"497","Franklin Roosevelt","Democrat","Secretary of State","Cordell Hull","Hull","1933-03-04","1944-11-30","","","","Cumberland Law School (grad.)","","","","1","","capt.","Spanish-American War","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"498","Franklin Roosevelt","Democrat","Secretary of State","Edward R. Stettinius Jr.","Stettinius","1944-12-01","1945-04-12","","","","University of Virginia","","","","","","","","","1","0","0","0","68","1","","","","","","","","","","",""
"499","Franklin Roosevelt","Democrat","Secretary of the Treasury","William H. Woodin","Woodin","1933-03-04","1933-12-31","","","","Columbia University","","","","","","","","","1","0","0","0","nr","nr","Columbia University School of Mines","","","","","","","","","",""
"500","Franklin Roosevelt","Democrat","Secretary of the Treasury","Henry Morgenthau Jr.","Morgenthau","1934-01-08","1945-04-12","","","","Cornell University","","","","","","lt.","World War I","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"501","Franklin Roosevelt","Democrat","Secretary of War","George H. Dern","Dern","1933-03-05","1936-08-27","","","","Midland University; University of Nebraska, Lincoln","","","","","","","","","1","0","0","1","nr","nr","","","","","","","","","","",""
"502","Franklin Roosevelt","Democrat","Secretary of War","Harry H. Woodring","Woodring","1936-08-27","1940-06-20","","","","Lebanon Business University","","","","","","2d lt.","World War I","Army","1","0","0","0","nr","nr","Referred to as Henry in Sobel et al.","","","","","","","","","",""
"503","Franklin Roosevelt","Democrat","Secretary of War","Henry L. Stimson","Stimson","1940-07-10","1945-04-12","","","","Yale University (grad.); Harvard University Law School (MA)","1","1","","1","","","","","1","0","0","0","56","28","","","","","","","","","","",""
"504","Franklin Roosevelt","Democrat","Attorney General","Homer S. Cummings","Cummings","1933-03-04","1939-01-02","","","","Yale University (PHB, LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"505","Franklin Roosevelt","Democrat","Attorney General","Frank Murphy","Murphy","1939-01-02","1940-01-18","","","","University of Michigan, Ann Arbor (BA, LLB)","1","","","1","","capt.","World War I","Army","1","0","0","0","78","7","","","","","","","","","","",""
"506","Franklin Roosevelt","Democrat","Attorney General","Robert H. Jackson","Jackson","1940-01-18","1941-07-10","","","","Albany Law School (grad.)","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"507","Franklin Roosevelt","Democrat","Attorney General","Francis Biddle","Biddle","1941-09-05","1945-04-12","","","","Harvard University (grad.); Harvard University Law School (law deg.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"508","Franklin Roosevelt","Democrat","Postmaster General","James A. Farley","Farley","1933-03-04","1940-09-11","","","","Packard Business College","1","","","","","","","","1","0","0","0","nr","nr","Called Packard Commercial School in Sobel et al.","","","","","","","","","",""
"509","Franklin Roosevelt","Democrat","Postmaster General","Frank C. Walker","Walker","1940-09-11","1945-04-12","","","","Gonzaga University; Notre Dame (grad.)","","","","1","","1st lt.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"510","Franklin Roosevelt","Democrat","Secretary of the Navy","Claude A. Swanson","Swanson","1933-03-04","1939-07-07","","","","Virginia Agricultural and Mechanical College; Randolph-Macon College (grad.); University of Virginia (law deg.)","1","","","1","","","","","1","0","0","1","nr","nr","","","","","","","","","","",""
"511","Franklin Roosevelt","Democrat","Secretary of the Navy","Charles Edison","Edison","1939-01-02","1940-06-24","","","","Massachusetts Institute of Technology (grad.)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"512","Franklin Roosevelt","Democrat","Secretary of the Navy","Frank Knox","Knox","1940-07-11","1944-04-28","","","","Alma College (BA)","1","","","","","col.","World War I","Militia/National Guard","1","0","0","1","66","16","","","","","","","","","","",""
"513","Franklin Roosevelt","Democrat","Secretary of the Navy","James Forrestal","Forrestal","1944-05-17","1945-04-12","","","","Dartmouth College; Princeton University","","","","","","lt. cmdr.","World War I","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"514","Franklin Roosevelt","Democrat","Secretary of the Interior","Harold L. Ickes","Ickes","1933-03-04","1945-04-12","","","","University of Chicago (BA, law deg.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"515","Franklin Roosevelt","Democrat","Secretary of Agriculture","Henry A. Wallace","Wallace","1933-03-04","1940-08-15","","","","Iowa State University (grad.)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"516","Franklin Roosevelt","Democrat","Secretary of Agriculture","Claude R. Wickard","Wickard","1940-08-27","1945-04-12","","","","Purdue University (grad.)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"517","Franklin Roosevelt","Democrat","Secretary of Commerce","Daniel C. Roper","Roper","1933-03-04","1938-12-23","","","","Wofford College; Duke University (AB); National University (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","National University not listed in Sobel et al.","","","","","","","","","",""
"518","Franklin Roosevelt","Democrat","Secretary of Commerce","Harry L. Hopkins","Hopkins","1938-12-23","1940-08-24","","","","Grinnell College (BA)","1","","","","","","","","1","0","0","0","58","27","","","","","","","","","","",""
"519","Franklin Roosevelt","Democrat","Secretary of Commerce","Jesse H. Jones","Jones","1940-09-14","1945-03-01","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"520","Franklin Roosevelt","Democrat","Secretary of Commerce","Henry A. Wallace","Wallace","1945-03-01","1945-04-12","","","","Iowa State University (grad.)","1","","","","","","","","1","0","0","0","56","32","","","","","","","","","","",""
"521","Franklin Roosevelt","Democrat","Secretary of Labor","Frances Perkins","Perkins","1933-03-04","1945-04-12","","","","Mount Holyoke College (BS); Columbia University (MA); University of Pennsylvania","1","1","","","","","","","0","0","0","0","nr","nr","Columbia not listed in Sobel et al.","","","","","","","","","",""
"522","Truman","Democrat","President","Harry S. Truman","Truman","1945-04-12","1953-01-20","","","","UMKC Law School","","","","","","cpl.; maj.","1905-1911; World War I","Militia/National Guard; Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"523","Truman","Democrat","Vice President","Alben W. Barkley","Barkley","1945-04-12","1953-01-20","","","","Emory University (BA); University of Virginia","1","","","1","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"524","Truman","Democrat","Secretary of State","Edward R. Stettinius Jr.","Stettinius","1945-04-12","1945-06-27","","","","University of Virginia","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"525","Truman","Democrat","Secretary of State","James F. Byrnes","Byrnes","1945-07-03","1947-01-21","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"526","Truman","Democrat","Secretary of State","George C. Marshall","Marshall","1947-01-21","1949-01-20","","","","Virginia Military Institute (grad.)","1","","","","","gen. & chief of staff","1901-1945","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"527","Truman","Democrat","Secretary of State","Dean Acheson","Acheson","1949-01-21","1953-01-20","","","","Yale University (BA); Harvard University Law School (LLB)","1","","","1","","ens.","World War I","Navy","1","0","0","0","83","6","","","","","","","","","","",""
"528","Truman","Democrat","Secretary of the Treasury","Henry Morgenthau Jr.","Morgenthau","1945-04-12","1945-07-05","","","","Cornell University","","","","","","lt.","World War I","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"529","Truman","Democrat","Secretary of the Treasury","Frederick M. Vinson","Vinson","1945-07-17","1946-06-23","","","","Centre College (BA, LLB)","1","","","1","","pvt.","World War I","Army","1","0","0","0","nr","nr","BA not listed in Sobel et al.","","","","","","","","","",""
"530","Truman","Democrat","Secretary of the Treasury","John W. Snyder","Snyder","1946-06-23","1953-01-20","1","","Internal Revenue Service corruption","Vanderbilt University","","","","","","capt.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"531","Truman","Democrat","Secretary of War","Henry L. Stimson","Stimson","1945-04-12","1945-09-21","","","","Yale University (grad.); Harvard University Law School (MA)","1","1","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"532","Truman","Democrat","Secretary of War","Robert P. Patterson","Patterson","1945-09-26","1947-07-18","","","","Union College (grad.); Harvard University Law School (grad.)","1","","","1","","maj.; maj.","World War I;World War I","Army; Militia/National Guard","1","0","0","0","nr","nr","","","","","","","","","","",""
"533","Truman","Democrat","Secretary of War","Kenneth C. Royall","Royall","1947-07-21","1953-01-20","","","","University of North Carolina, Chapel Hill (BA); Harvard University Law School (JD)","1","","","1","","brig. gen.; brig. gen.","World War I; World War II","Army; Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"534","Truman","Democrat","Secretary of the Navy","James Forrestal","Forrestal","1945-04-12","1947-09-19","","","","Dartmouth College; Princeton University","","","","","","lt. cmdr.","World War I","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"535","Truman","Democrat","Secretary of Defense","James Forrestal","Forrestal","1947-09-21","1949-03-28","","","","Dartmouth College; Princeton University","","","","","","lt. cmdr.","World War I","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"536","Truman","Democrat","Secretary of Defense","Louis A. Johnson","Johnson","1949-03-28","1950-09-19","","","","University of Virginia (LLB)","","","","1","","maj.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"537","Truman","Democrat","Secretary of Defense","George C. Marshall","Marshall","1950-09-21","1951-09-12","","","","Virginia Military Institute (grad.)","1","","","","","gen. & chief of staff","1901-1945","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"538","Truman","Democrat","Secretary of Defense","Robert A. Lovett","Lovett","1951-09-17","1953-01-20","","","","Yale University (grad.); Harvard University","1","","","1","","lt.","World War I","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"539","Truman","Democrat","Attorney General","Francis Biddle","Biddle","1945-04-12","1945-06-30","","","","Harvard University (grad.); Harvard University Law School (law deg.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"540","Truman","Democrat","Attorney General","Tom C. Clark","Clark","1945-06-30","1949-08-18","","","","University of Texas, Austin (BA, LLB)","1","","","1","","sgt.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"541","Truman","Democrat","Attorney General","J. Howard McGrath","McGrath","1949-09-19","1952-04-03","","","","Providence College (PHB); Boston University Law School (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"542","Truman","Democrat","Attorney General","James P. McGranery","McGranery","1952-04-03","1953-01-20","","","","Temple University Law School (grad.)","","","","1","","adj.","World War I","Air Force","1","0","0","0","52","18","","","","","","","","","","",""
"543","Truman","Democrat","Postmaster General","Frank C. Walker","Walker","1945-04-12","1945-07-01","","","","Gonzaga University; Notre Dame (grad.)","","","","1","","1st lt.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"544","Truman","Democrat","Postmaster General","Robert E. Hannegan","Hannegan","1945-07-01","1947-09-16","","","","Saint Louis University Law School (LLB)","","","","1","","","","","1","0","0","0","60","2","","","","","","","","","","",""
"545","Truman","Democrat","Postmaster General","Jesse M. Donaldson","Donaldson","1948-02-07","1953-01-20","","","","Teacher's Normal College; Sparks Business College","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"546","Truman","Democrat","Secretary of the Interior","Harold L. Ickes","Ickes","1945-04-12","1946-02-12","","","","University of Chicago (BA, law deg.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"547","Truman","Democrat","Secretary of the Interior","Julius A. Krug","Krug","1946-03-06","1949-11-25","","","","University of Wisconsin, Madison (BA, MA)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"548","Truman","Democrat","Secretary of the Interior","Oscar L. Chapman","Chapman","1949-11-25","1953-01-20","","","","University of Denver; University of New Mexico; Westminster Law School (grad.)","1","","","1","","pharm. mate","World War I","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"549","Truman","Democrat","Secretary of Agriculture","Claude R. Wickard","Wickard","1945-04-12","1945-05-22","","","","Purdue University (grad.)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"550","Truman","Democrat","Secretary of Agriculture","Clinton P. Anderson","Anderson","1945-06-01","1948-05-10","","","","Dakota Wesleyan University; University of Michigan, Ann Arbor","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"551","Truman","Democrat","Secretary of Agriculture","Charles F. Brannan","Brannan","1948-05-28","1953-01-20","","","","Regis University; University of Denver Law (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"552","Truman","Democrat","Secretary of Commerce","Henry A. Wallace","Wallace","1945-04-12","1946-09-20","","","","Iowa State University (grad.)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"553","Truman","Democrat","Secretary of Commerce","W. Averell Harriman","Harriman","1946-09-20","1948-04-21","","","","Yale University (BA)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"554","Truman","Democrat","Secretary of Commerce","Charles Sawyer","Sawyer","1948-05-05","1953-01-20","","","","Oberlin College (grad.); University of Cincinnati College of Law (grad.)","1","","","1","","maj.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"555","Truman","Democrat","Secretary of Labor","Frances Perkins","Perkins","1945-04-12","1945-07-01","","","","Mount Holyoke College (BS); Columbia University (MA); University of Pennsylvania","1","1","","","","","","","0","0","0","0","nr","nr","Columbia not listed in Sobel et al.","","","","","","","","","",""
"556","Truman","Democrat","Secretary of Labor","Lewis B. Schwellenbach","Schwellenbach","1945-07-01","1948-06-10","","","","University of Washington, Seattle (law deg.)","","","","1","","cpl.","World War I","Army","1","0","0","1","nr","nr","","","","","","","","","","",""
"557","Truman","Democrat","Secretary of Labor","Maurice J. Tobin","Tobin","1948-08-11","1953-01-20","","","","Boston College","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"558","Eisenhower","Republican","President","Dwight D. Eisenhower","Eisenhower","1953-01-20","1961-01-20","","","","United States Military Academy (BS)","1","","","","","chief of staff","1915-1948","Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"559","Eisenhower","Republican","Vice President","Richard Nixon","Nixon","1953-01-20","1961-01-20","1","1","Checkers Speech, Chief of Staff refusal to testify","Whittier College (BA); Duke University (JD)","1","","","1","","lt. (jg)","World War II","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"560","Eisenhower","Republican","Secretary of State","John Foster Dulles","Dulles","1953-01-21","1959-04-22","","","","Princeton University (AB); Sorbonne; George Washington University (JD)","1","","","1","","maj.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"561","Eisenhower","Republican","Secretary of State","Christian A. Herter","Herter","1959-04-22","1961-01-20","","","","Harvard University (BA); Columbia University","1","","","","","","","","1","0","0","0","93","0","Columbia University School of Architecture","","","","","","","","","",""
"562","Eisenhower","Republican","Secretary of the Treasury","George M. Humphrey","Humphrey","1953-01-21","1957-05-29","","","","University of Michigan, Ann Arbor (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"563","Eisenhower","Republican","Secretary of the Treasury","Robert B. Anderson","Anderson","1957-07-02","1961-01-20","","","","University of Texas (BA)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"564","Eisenhower","Republican","Secretary of Defense","Charles E. Wilson","Wilson","1953-01-28","1957-10-09","","","","Carnegie Institute of Technology (grad.)","1","","","","","","","","1","0","0","0","77","6","","","","","","","","","","",""
"565","Eisenhower","Republican","Secretary of Defense","Neil H. McElroy","McElroy","1957-10-09","1959-12-01","","","","Harvard University (BA)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"566","Eisenhower","Republican","Secretary of Defense","Thomas S. Gates Jr.","Gates","1959-12-02","1961-01-20","","","","University of Pennsylvania (BA)","1","","","","","comdr., res.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"567","Eisenhower","Republican","Attorney General","Herbert Brownell Jr.","Brownell","1953-01-21","1957-10-23","","","","University of Nebraska, Lincoln (BA); Yale University (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"568","Eisenhower","Republican","Attorney General","William P. Rogers","Rogers","1958-01-27","1961-01-20","","","","Colgate University (AB); Cornell University Law School (LLB)","1","","","1","","lt. cmdr.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"569","Eisenhower","Republican","Postmaster General","Arthur E. Summerfield","Summerfield","1953-01-21","1961-01-20","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"570","Eisenhower","Republican","Secretary of the Interior","Douglas McKay","McKay","1953-01-21","1956-05-09","","","","Oregon State University (grad.)","1","","","","","maj.;maj.","World War I; World War II","Army; Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"571","Eisenhower","Republican","Secretary of the Interior","Frederick A. Seaton","Seaton","1956-06-06","1961-01-20","","","","Kansas State University (grad.)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"572","Eisenhower","Republican","Secretary of Agriculture","Ezra Taft Benson","Benson","1953-01-21","1961-01-20","","","","Oneida Stake Academy ; Brigham Young University (BS); Iowa State University (MS)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"573","Eisenhower","Republican","Secretary of Commerce","Sinclair Weeks","Weeks","1953-01-21","1958-11-13","","","","Harvard University (BA)","1","","","","","capt.; lt. col.","World War I; 1918","Army; Militia/National Guard","1","0","0","0","nr","nr","","","","","","","","","","",""
"574","Eisenhower","Republican","Secretary of Commerce","Lewis L. Strauss","Strauss","1958-11-13","1959-06-18","","","","no college","","","","","","rear adm.","World War II","Navy","1","0","0","0","acting","acting","Interim appointee not later confirmed by Senate","","","","","","","","","",""
"575","Eisenhower","Republican","Secretary of Commerce","Frederick H. Mueller","Mueller","1959-08-06","1961-01-20","","","","Michigan State University (BS)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"576","Eisenhower","Republican","Secretary of Health, Education, and Welfare","Oveta Culp Hobby","Hobby","1953-04-10","1955-08-01","","","","University of Mary Hardin; South Texas Law College; University of Texas, Austin","","","","","","maj. (WAAC)","World War II","Army","0","0","0","0","nr","nr","","","","","","","","","","",""
"577","Eisenhower","Republican","Secretary of Health, Education, and Welfare","Marion B. Folsom","Folsom","1955-07-20","1958-07-31","","","","University of Georgia; Harvard University","1","1","","","","capt.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"578","Eisenhower","Republican","Secretary of Health, Education, and Welfare","Arthur S. Flemming","Flemming","1958-08-09","1961-01-20","","","","Ohio Wesleyan University (AB); American University (MA); George Washington University (LLB)","1","1","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"579","Eisenhower","Republican","Secretary of Labor","Martin P. Durkin","Durkin","1953-01-21","1953-09-09","","","","no college","","","","","","pvt.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"580","Eisenhower","Republican","Secretary of Labor","James P. Mitchell","Mitchell","1954-01-19","1961-01-20","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"581","Kennedy","Democrat","President","John F. Kennedy","Kennedy","1961-01-20","1963-11-22","","","","Harvard University (BA)","1","","","","","lt.","World War II","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"582","Kennedy","Democrat","Vice President","Lyndon B. Johnson","Johnson","1961-01-20","1963-11-22","","","","Texas State University (BS); Georgetown University Law School","1","","","","","cmdr.","1941-1948","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"583","Kennedy","Democrat","Secretary of State","Dean Rusk","Rusk","1961-01-21","1963-11-22","","","","Davidson College (BA); Oxford University (BS, MA); University of California, Berkeley Law School","2","1","","1","","infantry res. off.; col.","1931-1941; World War II","Army; Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"584","Kennedy","Democrat","Secretary of the Treasury","C. Douglas Dillon","Dillon","1961-01-21","1963-11-22","","","","Harvard University (AB)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"585","Kennedy","Democrat","Secretary of Defense","Robert S. McNamara","McNamara","1961-01-21","1963-11-22","","","","University of California, Berkeley (AB); Harvard University (MBA)","1","1","","","","col.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"586","Kennedy","Democrat","Attorney General","Robert F. Kennedy","Kennedy","1961-01-21","1963-11-22","","","","Harvard University (BA); University of Virginia (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","Confirmed on division vote","","","","","","","","","",""
"587","Kennedy","Democrat","Postmaster General","J. Edward Day","Day","1961-01-21","1963-08-09","","","","University of Chicago (AB); Harvard University Law School (LLB)","1","","","1","","lt.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"588","Kennedy","Democrat","Postmaster General","John A. Gronouski Jr.","Gronouski","1963-09-24","1963-11-22","","","","University of Wisconsin, Madison (BA, MA, PHD)","1","1","","","1","1st lt.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"589","Kennedy","Democrat","Secretary of the Interior","Stewart L. Udall","Udall","1961-01-21","1963-11-22","","","","University of Arizona (LLB)","","","","1","","gunner, army air corps","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"590","Kennedy","Democrat","Secretary of Agriculture","Orville L. Freeman","Freeman","1961-01-21","1963-11-22","","","","University of Minnesota (BA, LLB)","1","","","1","","maj.","World War II","Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"591","Kennedy","Democrat","Secretary of Commerce","Luther H. Hodges","Hodges","1961-01-21","1963-11-22","","","","University of North Carolina, Chapel Hill (BA)","1","","","","","2d lt.","1919","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"592","Kennedy","Democrat","Secretary of Labor","Arthur J. Goldberg","Goldberg","1961-01-21","1963-09-25","","","","Crane College; DePaul University; Northwestern University (BSL, JD)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"593","Kennedy","Democrat","Secretary of Labor","W. Willard Wirtz","Wirtz","1963-09-25","1963-11-22","","","","Northern Illinois University; Beloit College (AB); Harvard University Law School (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"594","Kennedy","Democrat","Secretary of Health, Education, and Welfare","Abraham A. Ribicoff","Ribicoff","1961-01-21","1962-07-13","","","","New York University; University of Chicago (LLB)","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"595","Kennedy","Democrat","Secretary of Health, Education, and Welfare","Anthony J. Celebrezze","Celebrezze","1962-07-20","1963-11-22","","","","Cleveland State University; John Carroll University; Ohio Northern University (LLB)","","","","1","","seaman","World War II","Navy","1","1","0","0","nr","nr","","","","","","","","","","",""
"596","Lyndon Johnson","Democrat","President","Lyndon B. Johnson","Johnson","1963-11-22","1969-01-20","","","","Texas State University (BS); Georgetown University Law School","1","","","","","cmdr.","1941-1948","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"597","Lyndon Johnson","Democrat","Vice President","Hubert Humphrey","Humphrey","1963-11-22","1969-01-20","","","","Capitol College of Pharmacy, Denver; University of Minnesota, Twin Cities (BA); Louisiana State University, Baton Rogue (MA)","1","1","","","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"598","Lyndon Johnson","Democrat","Secretary of State","Dean Rusk","Rusk","1963-11-22","1969-01-20","","","","Davidson College (BA); Oxford University (BS, MA); University of California, Berkeley Law School","2","1","","1","","infantry res. off.; col.","1931-1941; World War II","Army; Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"599","Lyndon Johnson","Democrat","Secretary of the Treasury","C. Douglas Dillon","Dillon","1963-11-22","1965-04-01","","","","Harvard University (AB)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"600","Lyndon Johnson","Democrat","Secretary of the Treasury","Henry H. Fowler","Fowler","1965-04-01","1968-12-20","","","","Roanoke College (BA); Yale University (LLB, JSD)","1","","","1","1","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"601","Lyndon Johnson","Democrat","Secretary of the Treasury","Joseph W. Barr","Barr","1968-12-20","1969-01-20","","","","DePauw University (AB); Harvard University (MA)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"602","Lyndon Johnson","Democrat","Secretary of Defense","Robert S. McNamara","McNamara","1963-11-22","1968-02-28","","","","University of California, Berkeley (AB); Harvard University (MBA)","1","1","","","","col.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"603","Lyndon Johnson","Democrat","Secretary of Defense","Clark M. Clifford","Clifford","1968-03-01","1969-01-20","","","","Washington University (BA, LLB)","1","","","1","","capt.","World War II","Navy","1","0","0","0","nr","nr","BA not listed in Sobel et al.","","","","","","","","","",""
"604","Lyndon Johnson","Democrat","Attorney General","Robert F. Kennedy","Kennedy","1963-11-22","1964-09-03","","","","Harvard University (BA); University of Virginia (LLB)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"605","Lyndon Johnson","Democrat","Attorney General","Nicholas de B. Katzenbach","Katzenbach","1964-09-03","1966-09-21","","","","Princeton University (BA); Yale University Law School (LLB); Oxford University","1","","","1","","navigator, army air corps","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"606","Lyndon Johnson","Democrat","Attorney General","Ramsey Clark","Clark","1966-09-21","1969-01-20","","","","University of Texas, Austin (BA); University of Chicago (MA, JD)","1","1","","1","","cpl.","1945-1946","Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"607","Lyndon Johnson","Democrat","Postmaster General","John A. Gronouski Jr.","Gronouski","1963-11-22","1965-09-01","","","","University of Wisconsin, Madison (BA, MA, PHD)","1","1","","","1","1st lt.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"608","Lyndon Johnson","Democrat","Postmaster General","Lawrence F. O'Brien","O'Brien","1965-09-01","1968-04-10","","","","Western New England University (LLB)","","","","1","","sgt.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"609","Lyndon Johnson","Democrat","Postmaster General","W. Marvin Watson","Watson","1968-04-10","1969-01-20","","","","Baylor University (BA, MA)","1","1","","","","sgt.","World War II","Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"610","Lyndon Johnson","Democrat","Secretary of the Interior","Stewart L. Udall","Udall","1963-11-22","1969-01-20","","","","University of Arizona (LLB)","","","","1","","gunner, army air corps","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"611","Lyndon Johnson","Democrat","Secretary of Agriculture","Orville L. Freeman","Freeman","1963-11-22","1969-01-20","","","","University of Minnesota (BA, LLB)","1","","","1","","maj.","World War II","Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"612","Lyndon Johnson","Democrat","Secretary of Commerce","Luther H. Hodges","Hodges","1963-11-22","1965-01-18","","","","University of North Carolina, Chapel Hill (BA)","1","","","","","2d lt.","1919","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
