"Key","Administration","Party","Department","Name","LastName","ServiceStart","ServiceEnd","DeptScandalFlag","ScandalFlag","ScandalDesc","EduDesc","Bachelors","Masters","MD","Law","Doctorate","MilitaryService","MilitaryDatesServed","MilitaryBranch","Gender","ForeignBorn","Minority","DiedOffice","SenateVotesFor","SenateVotesAgainst","NotesDiscrepancies","","","","","","","","","",""
"814","George W. Bush","Republican","President","George W. Bush","Bush","2001-01-20","2009-01-20","1","","Iraq War evidence","Yale University (BA); Harvard University (MBA)","1","1","","","","1st lt.","1968-1974","Militia/National Guard","1","0","0","0","eo","eo","","","","","","","","","","",""
"815","George W. Bush","Republican","Vice President","Richard Cheney","Cheney","2001-01-20","2009-01-20","1","","Felipe Sixto, Plame Affair, Karl Rove, Jack Abramoff Scandal","Yale University; University of Wyoming (BA, MA); University of Wisconsin, Madison","1","1","","","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"816","George W. Bush","Republican","Secretary of State","Colin Powell","Powell","2001-01-20","2005-01-26","1","","Plame affair","City University of New York; City College (BS); George Washington University (MBA)","1","1","","","","gen.","1958-1994","Army","1","0","1","0","vv","vv","","","","","","","","","","",""
"817","George W. Bush","Republican","Secretary of State","Condoleeza Rice","Rice","2005-01-26","2009-01-20","1","","Failed to adequately supervise private contractors","University of Denver (BA, PHD); University of Notre Dame (MA)","1","1","","","1","","","","0","0","1","0","85","13","","","","","","","","","","",""
"818","George W. Bush","Republican","Secretary of the Treasury","Paul H. O'Neill","O'Neill","2001-01-20","2002-12-31","","","","California State University-Fresno (BA); George Washington University; Claremont Graduate University; Indiana University, Bloomington (MA)","1","1","","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"819","George W. Bush","Republican","Secretary of the Treasury","John Snow","Snow","2003-02-03","2006-06-28","","","","Kenyon College; University of Toledo (BA); University of Virginia (PHD); George Washington University Law School (JD)","1","","","1","1","","","","1","0","0","0","uc","uc","","","","","","","","","","",""
"820","George W. Bush","Republican","Secretary of the Treasury","Henry Paulson","Paulson","2006-07-10","2009-01-20","","","","Dartmouth College (BA); Harvard University (MBA)","1","1","","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"821","George W. Bush","Republican","Secretary of Defense","Donald H. Rumsfeld","Rumsfeld","2001-01-20","2006-12-18","1","1","Iraq War evidence, Yellowcake forgery, Coalition Provisional Authority Cash Payment Scandal, corruption","Princeton University (AB)","1","","","","","lt. (jg)","1954-1957","Navy","1","0","0","0","95","2","","","","","","","","","","",""
"822","George W. Bush","Republican","Secretary of Defense","Robert Gates","Gates","2006-12-18","2009-01-20","","","","College of William and Mary (BA); Indiana University, Bloomington (MA); Georgetown University (PHD)","1","1","","","1","","","","1","0","0","0","95","2","","","","","","","","","","",""
"823","George W. Bush","Republican","Attorney General","John Ashcroft","Ashcroft","2001-02-02","2005-02-03","","","","Yale University (BA); University of Chicago (JD)","1","","","1","","","","","1","0","0","0","58","42","","","","","","","","","","",""
"824","George W. Bush","Republican","Attorney General","Alberto Gonzales","Gonzales","2005-02-03","2007-09-17","1","1","Lawyergate","United States Air Force Academy; Rice University (BA); Harvard University (JD)","1","","","1","","","","","1","0","1","0","60","36","","","","","","","","","","",""
"825","George W. Bush","Republican","Attorney General","Michael Mukasey","Mukasey","2007-11-09","2009-01-20","","","","Columbia University (BA); Yale University Law School (JD)","1","","","1","","","","","1","0","0","0","53","40","","","","","","","","","","",""
"826","George W. Bush","Republican","Secretary of the Interior","Gale A. Norton","Norton","2001-01-31","2006-03-31","1","","Jack Abramoff Scandal","University of Denver (BA, JD)","1","","","1","","","","","0","0","0","0","75","24","","","","","","","","","","",""
"827","George W. Bush","Republican","Secretary of the Interior","Dirk Kempthorne","Kempthorne","2006-06-07","2009-01-20","1","","Giving government documents to developers ","University of Idaho (BA)","1","","","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"828","George W. Bush","Republican","Secretary of Agriculture","Ann Veneman","Veneman","2001-01-20","2005-01-20","","","","University of California, Davis (BA); University of California, Berkeley (MPP); University of California, Hastings (JD)","1","1","","1","","","","","0","0","0","0","vv","vv","","","","","","","","","","",""
"829","George W. Bush","Republican","Secretary of Agriculture","Mike Johanns","Johanns","2005-01-21","2007-09-20","","","","St. Mary's University, Minnesota (BA); Creighton University (JD)","1","","","1","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"830","George W. Bush","Republican","Secretary of Agriculture","Edward Schafer","Schafer","2008-01-28","2009-01-20","","","","University of North Dakota (BA); University of Denver (MBA)","1","1","","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"831","George W. Bush","Republican","Secretary of Commerce","Donald L. Evans","Evans","2001-01-20","2005-02-07","1","","Lavish spending and misuse of resources","University of Texas, Austin (BS, MBA)","1","1","","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"832","George W. Bush","Republican","Secretary of Commerce","Carlos Gutierrez","Gutierrez","2005-02-07","2009-01-20","","","","Monterrey Institute of Technology and Higher Education, Querétaro","","","","","","","","","1","1","1","0","vv","vv","","","","","","","","","","",""
"833","George W. Bush","Republican","Secretary of Labor","Elaine L. Chao","Chao","2001-01-29","2009-01-20","1","","Jack Abramoff Scandal","Mount Holyoke College (AB); Harvard University (MBA)","1","1","","","","","","","0","1","1","0","vv","vv","","","","","","","","","","",""
"834","George W. Bush","Republican","Secretary of of Health and Human Services","Tommy G. Thompson","Thompson","2001-02-02","2005-01-26","1","","Withheld information from Congress","University of Wisconsin, Madison (BS, JD)","1","","","1","","n.a.","ca. 1963-1966","Militia/National Guard","1","0","0","0","100","0","","","","","","","","","","",""
"835","George W. Bush","Republican","Secretary of of Health and Human Services","Michael Leavitt","Leavitt","2005-01-26","2009-01-20","","","","Southern Utah University (BA)","1","","","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"836","George W. Bush","Republican","Secretary of Housing and Urban Development","Melquiades R. Martinez","Martinez","2001-01-24","2003-12-13","","","","Orlando Junior College; Florida State University, Tallahassee (BA, JD)","1","","","1","","","","","1","1","1","0","100","0","","","","","","","","","","",""
"837","George W. Bush","Republican","Secretary of Housing and Urban Development","Alphonso Jackson","Jackson","2004-03-31","2008-04-18","1","1","Cronyism and favoritism, lying to congress","Truman State University (BA); Washington University (JD)","1","","","1","","","","","1","0","1","0","vv","vv","","","","","","","","","","",""
"838","George W. Bush","Republican","Secretary of Housing and Urban Development","Steven Preston","Preston","2008-06-05","2009-01-20","","","","Northwestern University (BA); University of Chicago (MBA)","1","1","","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"839","George W. Bush","Democrat","Secretary of Transportation","Norman Y. Mineta","Mineta","2001-01-25","2006-08-07","","","","University of California, Berkeley (BS)","1","","","","","maj.","1953-1956","Army","1","0","1","0","vv","vv","","","","","","","","","","",""
"840","George W. Bush","Republican","Secretary of Transportation","Mary Peters","Peters","2006-10-17","2009-01-20","","","","University of Phoenix (BA)","1","","","","","","","","0","0","0","0","vv","vv","","","","","","","","","","",""
"841","George W. Bush","Republican","Secretary of Energy","Spencer Abraham","Abraham","2001-01-20","2005-01-31","","","","Michigan State University (BA); Harvard University Law School (JD)","1","","","1","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"842","George W. Bush","Republican","Secretary of Energy","Sam Bodman","Bodman","2005-01-31","2009-01-20","","","","Cornell University (BS); Massachusetts Institute of Technology (SCD)","1","","","","1","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"843","George W. Bush","Republican","Secretary of Education","Roderick R. Paige","Paige","2001-01-20","2005-01-20","","","","Jackson State University (grad.); Indiana University, Bloomington (MA, EDD)","1","1","","","1","","","","1","0","1","0","vv","vv","","","","","","","","","","",""
"844","George W. Bush","Republican","Secretary of Education","Margaret Spellings","Spellings","2005-01-20","2009-01-20","","","","University of Houston (BA)","1","","","","","","","","0","0","0","0","vv","vv","","","","","","","","","","",""
"845","George W. Bush","Republican","Secretary of Veterans' Affairs","Anthony Principi","Principi","2001-01-23","2005-01-26","","","","United States Naval Academy (BS); Seton Hall University (JD)","1","","","1","","cmdr.","1967-1984","Navy","1","0","0","0","100","0","","","","","","","","","","",""
"846","George W. Bush","Republican","Secretary of Veterans' Affairs","Jim Nicholson","Nicholson","2005-01-26","2007-10-01","","","","United States Military Academy (BS); Columbia University (MPP); University of Denver (JD)","1","1","","1","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"847","George W. Bush","Republican","Secretary of Veterans' Affairs","James Peake","Peake","2007-12-20","2009-01-20","1","","Walter Reed Army Medical Center neglect scandal","United States Military Academy (BS); Cornell University (MD)","1","","1","","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"848","George W. Bush","Republican","Secretary of Homeland Security","Tom Ridge","Ridge","2003-01-24","2005-02-01","1","","Employment of an illegal alien as a nanny","Harvard University (BA); Dickinson College Law School (JD)","1","","","1","","","","","1","0","0","0","94","0","","","","","","","","","","",""
"849","George W. Bush","Republican","Secretary of Homeland Security","Michael Chertoff","Chertoff","2005-02-15","2009-01-21","1","","NSA warrantless surveillance ","Harvard University (AB); Harvard University Law School (JD)","1","","","1","","","","","1","0","0","0","98","0","","","","","","","","","","",""
"850","George W. Bush","Republican","Director of the Office of Management and Budget","Jim Nussle","Nussle","2007-09-04","2009-01-20","","","","Luther College, Iowa (BA); Drake University (JD)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"851","George W. Bush","Republican","Director of the Office of Management and Budget","Rob Portman","Portman","2006-05-26","2007-06-19","","","","Dartmouth College (BA); University of Michigan, Ann Arbor (JD)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"852","George W. Bush","Republican","Director of the Office of Management and Budget","Joshua B. Bolten","Bolten","2003-06-26","2006-04-15","","","","Princeton University (BA); Stanford University (JD)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"853","George W. Bush","Republican","Director of the Office of Management and Budget","Mitch Daniels","Daniels","2001-01-23","2003-06-06","","","","Princeton University (AB); Georgetown University (JD)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"854","George W. Bush","Republican","Director of the Office of National Drug Control Policy","Ed Jurith","Jurith","2001-01-20","2001-12-07","","","","American University (BA); Brooklyn Law School (JD)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"855","George W. Bush","Republican","Director of the Office of National Drug Control Policy","John Walters","Walters","2001-12-07","2009-01-20","","","","Michigan State University (BA); University of Toronto (MA)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"856","George W. Bush","Republican","Director of Central Intelligence","George J. Tenet","Tenet","2001-01-20","2004-07-11","","","","State University of New York, Cortland; Georgetown University (BS); Columbia University (MIA)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
